Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
INV-00723,A,Yangon,Normal,Male,Sports and travel,19.72,1,0.986,20.706,2023-08-21,16:24,Ewallet,19.72,4.7619047619,0.986,5.4
INV-01421,B,Mandalay,Normal,Male,Electronic accessories,94.4,10,47.2,991.2,2023-02-20,14:58,Credit card,944.0,4.7619047619,47.2,5.7
INV-01317,B,Mandalay,Member,Female,Fashion accessories,41.25,1,2.0625,43.3125,2023-11-18,19:10,Credit card,41.25,4.7619047619,2.0625,7.2
INV-00255,A,Yangon,Normal,Female,Electronic accessories,20.01,5,5.0025,105.05250000000001,2023-02-18,12:17,Ewallet,100.05000000000001,4.7619047619,5.0025,6.9
INV-00323,B,Mandalay,Member,,Electronic accessories,27.95,6,8.385,176.08499999999998,2023-10-27,10:50,Credit card,167.7,4.7619047619,8.385,5.5
INV-01129,B,Mandalay,Normal,Female,Fashion accessories,38.46,9,17.307,363.447,2023-08-30,17:34,Cash,346.14,4.7619047619,17.307,6.1
INV-00452,B,Mandalay,Member,female,Sports and travel,41.89,6,12.567,263.907,2023-12-08,10:31,Cash,251.34,4.7619047619,12.567,6.4
INV-01298,A,Yangon,Normal,Male,Home and lifestyle,52.5,3,7.875,165.375,2023-12-18,12:07,Credit card,157.5,4.7619047619,7.875,7.8
INV-01369,A,yangon,Normal,Female,Home and lifestyle,68.89,9,31.0005,651.0105,2023-12-12,13:57,Cash,620.01,4.7619047619,31.0005,5.9
INV-01180,B,Mandalay,Member,Male,Food and beverages,95.91,7,33.5685,704.9385,2023-01-19,11:50,Ewallet,671.37,4.7619047619,33.5685,4.1
INV-01134,A, Yangon ,Normal,Female,Health and beauty,36.82,2,3.682,77.322,2023-07-16,10:28,Credit card,73.64,4.7619047619,3.682,7.5
INV-00906,C,Naypyitaw,Normal,Female,,29.49,2,2.949,61.928999999999995,2023-12-29,11:19,Ewallet,58.98,4.7619047619,2.949,9.1
INV-00491,B, Mandalay ,Member,Male,Sports and travel,15.48,8,6.192,130.032,2023-06-29,15:03,Ewallet,123.84,4.7619047619,6.192,
INV-00087,C, Naypyitaw ,Normal,Male,Fashion accessories,82.54,1,4.127,86.667,2023-11-22,14:13,Cash,82.54,4.7619047619,4.127,8.3
INV-01468,B,Mandalay,Normal,Female,Food and beverages,57.83,5,14.4575,303.60749999999996,2023-05-02,10:48,Ewallet,289.15,4.7619047619,14.4575,4.8
INV-00366,B,Mandalay,Normal,Male,Fashion accessories,20.22,3,3.033,63.693,2023-01-05,13:49,Ewallet,60.66,4.7619047619,3.033,4.8
INV-00266,C,Naypyitaw,Normal,Male,Home and lifestyle,18.87,4,3.774,79.254,2023-11-27,11:23,Ewallet,75.48,4.7619047619,3.774,
INV-00288,B,Mandalay,Normal,Male,Food and beverages,42.38,1,2.119,44.499,2023-11-30,17:38,Cash,42.38,4.7619047619,2.119,5.0
INV-01200,A,Yangon,Member,Female,Fashion accessories,36.03,6,10.809,226.989,2023-12-21,12:55,Credit card,216.18,4.7619047619,10.809,8.9
INV-00359,C, Naypyitaw ,Normal,Male,Sports and travel,10.66,2,1.066,22.386,2023-03-09,16:23,Ewallet,21.32,4.7619047619,1.066,8.2
INV-00480,B,Mandalay,Normal,Female,Sports and travel,72.46,6,21.738,456.498,2023-06-06,15:59,Cash,434.76,4.7619047619,21.738,6.3
INV-01186,C,Naypyitaw,Normal,Male,,66.6,-1,19.98,419.58,2023-08-14,18:36,Cash,399.59999999999997,4.7619047619,19.98,9.5
INV-00918,C,Naypyitaw,Normal,female,,48.78,7,17.073,358.533,2023-02-22,19:49,Ewallet,341.46000000000004,4.7619047619,17.073,9.2
INV-01325,C,Naypyitaw,Normal,Male,Fashion accessories,80.94,4,16.188,339.948,2023-03-09,10:15,Credit card,323.76,4.7619047619,16.188,7.5
INV-00860,A,Yangon,Member,M,Home and lifestyle,27.38,8,10.952,229.992,2023-05-31,10:34,Cash,219.04,4.7619047619,10.952,6.4
INV-00222,B,Mandalay,Normal,male,Health and beauty,70.85,2,7.085,148.785,2023-02-02,18:02,Ewallet,141.7,4.7619047619,7.085,4.8
INV-00114,C,Naypyitaw,Normal,Male,Health and beauty,49.81,1,2.4905,52.3005,2023-07-22,15:36,Ewallet,49.81,4.7619047619,2.4905,5.4
INV-00608,B,Mandalay,Normal,Female,Fashion accessories,30.82,4,6.164,129.444,2023-12-19,18:59,Cash,123.28,4.7619047619,6.164,4.4
INV-00619,C, Naypyitaw ,Member,Male,Home and lifestyle,88.41,3,13.2615,278.49150000000003,2023-05-08,10:58,Ewallet,265.23,4.7619047619,13.2615,5.3
INV-00175,B,Mandalay,Member,Female,Home and lifestyle,70.63,10,35.315,741.615,2023-03-20,11:51,Cash,706.3,4.7619047619,35.315,5.2
INV-01405,B,Mandalay,Normal,,Electronic accessories,67.69,6,20.307,426.447,2023-03-21,10:43,Cash,406.14,4.7619047619,20.307,7.7
INV-00568,B,Mandalay,Member,male,Food and beverages,96.87,10,48.435,1017.135,2023-08-15,18:22,Credit card,968.7,4.7619047619,48.435,4.1
INV-01203,A,Yangon,Normal,Female,Health and beauty,20.64,4,4.128,86.688,2023-02-11,14:05,Ewallet,82.56,4.7619047619,4.128,8.2
INV-01241,C, Naypyitaw ,Normal,Male,Electronic accessories,24.26,7,8.491,178.31100000000004,2023-07-30,16:22,Credit card,169.82000000000002,4.7619047619,8.491,7.6
INV-00019,B,Mandalay,Normal,Female,Home and lifestyle,55.64,6,16.692,350.53200000000004,2023-09-16,17:56,Cash,333.84000000000003,4.7619047619,16.692,6.1
INV-01038,C,Naypyitaw,Normal,Female,Fashion accessories,22.32,5,5.58,117.17999999999999,2023-10-28,11:07,Cash,111.6,4.7619047619,5.58,5.3
INV-00286,A,Yangon,Normal,Male,Home and lifestyle,81.23,2,8.123,170.583,2023-02-20,19:29,Credit card,162.46,4.7619047619,8.123,9.9
INV-00924,C,Naypyitaw,Member,Male,,81.22,3,12.183,255.843,2023-08-14,13:22,Credit card,243.66,4.7619047619,12.183,7.8
INV-01426,C,Naypyitaw,Member,Female,Fashion accessories,29.81,3,4.4715,93.9015,2023-07-03,15:07,Ewallet,89.42999999999999,4.7619047619,4.4715,
INV-01237,C,Naypyitaw,Normal,Male,Health and beauty,12.74,10,6.37,133.77,2023-08-09,20:28,Ewallet,127.4,4.7619047619,6.37,
INV-00032,A,Yangon,Normal,female,Fashion accessories,21.63,10,10.815,227.11499999999998,2023-01-04,16:06,Credit card,216.29999999999998,4.7619047619,10.815,5.3
INV-00586,A,Yangon,Member,Male,Health and beauty,22.88,3,3.432,72.072,2023-06-08,15:49,Credit card,68.64,4.7619047619,3.432,6.1
INV-00211,B,Mandalay,Member,Male,,40.36,6,12.108,254.268,2023-06-09,16:32,Credit card,242.16,4.7619047619,12.108,9.1
INV-01033,A,Yangon,Member,Male,Fashion accessories,44.7,1,2.235,46.935,2023-01-14,20:37,Credit card,44.7,4.7619047619,2.235,
INV-00215,C,Naypyitaw,Member,Female,Health and beauty,93.17,10,46.585,978.2850000000001,2023-07-11,15:49,Cash,931.7,4.7619047619,46.585,9.3
INV-01286,B, Mandalay ,Normal,Female,Food and beverages,32.58,3,4.887,102.627,2023-10-20,19:40,Credit card,97.74,4.7619047619,4.887,4.7
INV-00863,B,Mandalay,Member,male,Home and lifestyle,44.04,8,17.616,369.936,2023-12-21,18:46,Credit card,352.32,4.7619047619,17.616,6.2
INV-00835,B, Mandalay ,Member,Male,Electronic accessories,66.99,3,10.0485,211.01849999999996,2023-07-01,17:46,Credit card,200.96999999999997,4.7619047619,10.0485,9.1
INV-01168,B,Mandalay,Normal,female,Electronic accessories,48.58,2,4.858,102.018,2023-04-30,17:04,Credit card,97.16,4.7619047619,4.858,4.2
INV-00416,B,Mandalay,Member,Female,Food and beverages,68.27,8,27.308,573.468,2023-11-21,12:20,Credit card,546.16,4.7619047619,27.308,8.9
INV-01463,A,Yangon,Normal,Female,Sports and travel,91.88,2,9.188,192.94799999999998,2023-12-05,19:14,Credit card,183.76,4.7619047619,9.188,6.4
INV-00189,B,Mandalay,Normal,Male,Health and beauty,84.92,4,16.984,356.664,2023-01-30,15:04,Cash,339.68,4.7619047619,16.984,9.4
INV-00421,C,Naypyitaw,Member,Male,Fashion accessories,75.72,4,15.144,318.024,2023-06-20,18:40,Cash,302.88,4.7619047619,15.144,7.6
INV-01126,B,Mandalay,Member,male,Food and beverages,27.28,10,13.64,286.44,2023-05-20,18:52,Ewallet,272.8,4.7619047619,13.64,5.2
INV-01329,B,Mandalay,Member,F,Health and beauty,77.38,6,23.214,487.49399999999997,2023-08-01,10:35,Cash,464.28,4.7619047619,23.214,4.3
INV-00148,B,Mandalay,Member,Male,Health and beauty,22.42,9,10.089,211.86900000000003,2023-05-09,20:59,Credit card,201.78000000000003,4.7619047619,10.089,5.2
INV-00423,A,Yangon,Member,Female,Health and beauty,66.76,9,30.042,630.8820000000001,2023-11-23,12:27,Credit card,600.84,4.7619047619,30.042,7.0
INV-01210,C,Naypyitaw,Normal,Male,Health and beauty,81.61,8,32.644,685.524,2023-09-07,11:00,Credit card,652.88,4.7619047619,32.644,4.1
INV-00084,A,Yangon,Member,female,Sports and travel,67.01,5,16.7525,351.8025,2023-11-28,20:27,Ewallet,335.05,4.7619047619,16.7525,4.6
INV-00713,B,Mandalay,Member,Female,Fashion accessories,30.87,10,15.435,324.135,2023-11-26,10:59,Ewallet,308.7,4.7619047619,15.435,6.7
INV-00049,B,Mandalay,Member,Female,Food and beverages,22.16,3,3.324,69.804,2023-01-23,11:22,Ewallet,66.48,4.7619047619,3.324,8.9
INV-01152,C,Naypyitaw,Normal,Male,,38.61,8,15.444,324.324,2023-03-18,19:17,Credit card,308.88,4.7619047619,15.444,7.0
INV-00156,A,Yangon,Member,male,Fashion accessories,51.74,10,25.87,543.27,2023-11-25,14:50,Credit card,517.4,4.7619047619,25.87,7.4
INV-01106,A, Yangon ,Member,Male,Sports and travel,15.75,4,3.15,66.15,2023-11-08,15:00,Ewallet,63.0,4.7619047619,3.15,9.4
INV-01178,A,Yangon,Member,Male,Food and beverages,31.8,1,1.59,33.39,2023-03-19,20:44,Ewallet,31.8,4.7619047619,1.59,9.2
INV-00782,B,Mandalay,Member,Male,Electronic accessories,78.48,5,19.62,412.02000000000004,2023-11-04,10:35,Ewallet,392.40000000000003,4.7619047619,19.62,6.6
INV-01088,A,Yangon,Member,,Electronic accessories,99.39,5,24.8475,521.7975,2023-09-23,12:20,Ewallet,496.95,4.7619047619,24.8475,7.3
INV-01150,C,Naypyitaw,Normal,Female,Electronic accessories,85.47,6,25.641,538.4609999999999,2023-12-04,15:45,Credit card,512.8199999999999,4.7619047619,25.641,9.7
INV-01271,B,Mandalay,Normal,Male,Electronic accessories,78.93,6,23.679,497.259,2023-06-26,13:02,Credit card,473.58000000000004,4.7619047619,23.679,5.9
INV-01159,C,Naypyitaw,Normal,Male,Food and beverages,67.11,9,30.1995,634.1895,2023-10-06,12:15,Ewallet,603.99,4.7619047619,30.1995,9.3
INV-00814,C,Naypyitaw,Member,Female,Sports and travel,46.13,5,11.5325,242.1825,2023-08-12,14:16,Credit card,230.65,4.7619047619,11.5325,5.0
INV-00180,A,Yangon,Member,female,Health and beauty,30.93,10,15.465,324.765,2023-01-01,17:28,Ewallet,309.3,4.7619047619,15.465,5.9
INV-00984,A,yangon,Normal,F,Health and beauty,86.63,7,30.3205,636.7305,2023-01-17,14:47,Credit card,606.41,4.7619047619,30.3205,5.5
INV-01289,A,Yangon,Member,Male,Food and beverages,586.4959096051757,6,24.201,6879.0576867565715,2023-06-01,14:44,Ewallet,484.02,4.7619047619,24.201,4.5
INV-00562,A,Yangon,Normal,Female,Fashion accessories,89.77,6,26.931,565.551,2023-08-09,13:35,Cash,538.62,4.7619047619,26.931,5.3
INV-00549,B, Mandalay ,Member,female,Electronic accessories,28.85,3,4.3275,90.87750000000001,2023-12-07,16:09,Ewallet,86.55000000000001,4.7619047619,4.3275,7.5
INV-00870,C,Naypyitaw,Normal,Female,Food and beverages,86.83,5,21.7075,455.85749999999996,2023-10-11,12:15,Credit card,434.15,4.7619047619,21.7075,6.4
INV-00364,B,Mandalay,Normal,Male,Home and lifestyle,28.17,10,14.085,295.785,2023-06-11,17:02,Ewallet,281.70000000000005,4.7619047619,14.085,9.2
INV-00427,B,mandalay,Normal,,Fashion accessories,27.53,3,4.1295,86.71950000000001,2023-10-10,12:19,Ewallet,82.59,4.7619047619,4.1295,5.8
INV-01217,A, Yangon ,Normal,Female,Fashion accessories,81.77,6,24.531,515.151,2023-12-17,15:52,Ewallet,490.62,4.7619047619,24.531,9.5
INV-00926,A,Yangon,Normal,M,Electronic accessories,40.53,9,18.2385,383.00849999999997,2023-04-05,16:11,Ewallet,364.77,4.7619047619,18.2385,6.5
INV-00347,B,Mandalay,Normal,Male,Health and beauty,11.11,1,0.5555,11.6655,2023/12/03,11:05,Cash,11.11,4.7619047619,0.5555,
INV-01075,C,Naypyitaw,Normal,Female,Sports and travel,94.94,2,9.494,199.374,2023-06-11,20:55,Cash,189.88,4.7619047619,9.494,7.0
INV-00915,B,Mandalay,Member,female,Sports and travel,92.55,3,13.8825,291.53249999999997,2023-03-06,11:27,Cash,277.65,4.7619047619,13.8825,7.9
INV-00590,A,Yangon,Normal,Male,,80.92,1,4.046,84.96600000000001,2023-01-13,17:41,Ewallet,80.92,4.7619047619,4.046,7.1
INV-00899,A,Yangon,Member,male,Food and beverages,10.35,7,3.6225,76.0725,2023-04-10,18:36,Ewallet,72.45,4.7619047619,3.6225,5.3
INV-01336,B,Mandalay,Member,Male,Electronic accessories,15.01,4,3.002,63.042,2023-09-14,18:43,Ewallet,60.04,4.7619047619,3.002,5.6
INV-01212,B, Mandalay ,Normal,Male,Electronic accessories,35.41,3,5.3115,111.54149999999998,2023-01-19,11:08,Ewallet,106.22999999999999,4.7619047619,5.3115,5.9
INV-00911,B,Mandalay,Normal,Female,Home and lifestyle,33.56,3,5.034,105.71400000000001,2023-01-28,16:48,Ewallet,100.68,4.7619047619,5.034,7.3
INV-00671,A,Yangon,Normal,Female,Home and lifestyle,57.48,10,28.74,603.54,2023-02-01,13:08,Credit card,574.8,4.7619047619,28.74,5.9
INV-00244,B,Mandalay,Normal,Male,Electronic accessories,65.48,1,3.274,68.754,2023-09-06,18:26,Cash,65.48,4.7619047619,3.274,8.6
INV-00170,B,Mandalay,Normal,Female,,82.37,4,16.474,345.954,2023-06-02,19:41,Cash,329.48,4.7619047619,16.474,
INV-00576,C,Naypyitaw,Member,Male,Food and beverages,67.25,3,10.0875,211.8375,2023-02-13,14:45,Cash,201.75,4.7619047619,10.0875,
INV-00655,B,Mandalay,Normal,Male,Food and beverages,39.35,2,3.935,82.635,2023-02-11,14:24,Cash,78.7,4.7619047619,3.935,
INV-00813,A,Yangon,Normal,male,Fashion accessories,20.64,9,9.288,195.048,2023-08-27,20:22,Ewallet,185.76,4.7619047619,9.288,7.3
INV-01035,A,Yangon,Member,male,Fashion accessories,87.04,6,26.112,548.352,2023-04-28,15:01,Ewallet,522.24,4.7619047619,26.112,7.0
INV-00737,B,mandalay,Member,Male,Sports and travel,58.15,3,8.7225,183.17249999999999,2023-11-29,18:24,Credit card,174.45,4.7619047619,8.7225,5.5
INV-00436,C, Naypyitaw ,Member,M,Home and lifestyle,90.11,1,4.5055,94.6155,2023-10-07,12:40,Ewallet,90.11,4.7619047619,4.5055,5.7
INV-01467,C,Naypyitaw,Normal,Male,Food and beverages,61.21,4,12.242,257.082,2023-07-03,18:52,Cash,244.84,4.7619047619,12.242,7.0
INV-01285,B,Mandalay,Member,Female,Sports and travel,98.8,2,9.88,207.48,2023-07-15,15:25,Cash,197.6,4.7619047619,9.88,4.4
INV-00309,C,Naypyitaw,Member,Female,Electronic accessories,30.4,10,15.2,319.2,2023-10-12,13:46,Cash,304.0,4.7619047619,15.2,5.9
INV-00431,A, Yangon ,Member,Male,Home and lifestyle,43.49,3,6.5235,136.9935,2023-01-05,18:57,Ewallet,130.47,4.7619047619,6.5235,5.7
INV-00939,A,Yangon,Member,Male,Electronic accessories,29.72,4,5.944,124.824,2023-03-19,14:28,Cash,118.88,4.7619047619,5.944,9.1
INV-00399,C,Naypyitaw,Normal,Female,Food and beverages,98.97,10,49.485,1039.185,2023-02-24,20:11,Credit card,989.7,4.7619047619,49.485,4.6
INV-00424,B,Mandalay,Member,Female,Health and beauty,76.57,-1,11.4855,241.19549999999998,2023-05-15,18:58,Cash,229.70999999999998,4.7619047619,11.4855,8.5
INV-00371,A,yangon,Normal,Female,Home and lifestyle,57.24,3,8.586,180.306,2023-02-07,20:28,Ewallet,171.72,4.7619047619,8.586,6.4
INV-00055,B,Mandalay,Member,male,Health and beauty,10.12,1,0.506,10.626,2023-10-10,18:49,Cash,10.12,4.7619047619,0.506,
INV-00810,A,Yangon,Normal,M,Sports and travel,68.93,7,24.1255,506.63550000000004,2023-11-12,15:49,Ewallet,482.51000000000005,4.7619047619,24.1255,5.1
INV-00592,B,Mandalay,Member,F,Home and lifestyle,34.07,5,8.5175,178.8675,2023-05-06,17:13,Ewallet,170.35,4.7619047619,8.5175,7.1
INV-01319,A,Yangon,Normal,Male,,66.27,9,29.8215,626.2515,2023-01-21,14:49,Ewallet,596.43,4.7619047619,29.8215,6.6
INV-00313,A,yangon,Member,F,Food and beverages,12.17,9,5.4765,115.0065,2023-04-08,15:08,Ewallet,109.53,4.7619047619,5.4765,6.7
INV-01332,C,Naypyitaw,Member,female,Sports and travel,96.03,9,43.2135,907.4834999999999,2023-03-09,13:26,Credit card,864.27,4.7619047619,43.2135,4.6
INV-01079,A,Yangon,Normal,Female,Electronic accessories,65.5,4,13.1,275.1,2023-07-26,19:25,Credit card,262.0,4.7619047619,13.1,9.4
INV-00110,A,Yangon,Normal,Male,Electronic accessories,17.35,6,5.205,109.305,2023-06-11,16:55,Cash,104.10000000000001,4.7619047619,5.205,8.4
INV-00600,A,Yangon,Member,,Home and lifestyle,80.66,2,8.066,169.386,2023-04-10,20:57,Ewallet,161.32,4.7619047619,8.066,7.5
INV-01028,C,Naypyitaw,Member,Female,Electronic accessories,22.27,9,10.0215,210.4515,2023-01-21,18:35,Ewallet,200.43,4.7619047619,10.0215,8.0
INV-00101,A,Yangon,Member,male,Home and lifestyle,80.63,4,16.126,338.64599999999996,2023-01-29,15:07,Cash,322.52,4.7619047619,16.126,6.9
INV-01280,B,Mandalay,Member,Male,Fashion accessories,60.57,9,27.2565,572.3865,2023-04-12,12:17,Ewallet,545.13,4.7619047619,27.2565,7.3
INV-00711,C,Naypyitaw,Normal,Female,Health and beauty,88.86,4,17.772,373.212,2023-01-14,16:22,Cash,355.44,4.7619047619,17.772,8.2
INV-01422,B,Mandalay,Member,,Sports and travel,70.94,2,7.094,148.974,2023-12-18,11:01,Credit card,141.88,4.7619047619,7.094,4.9
INV-00267,B,Mandalay,Normal,Male,Fashion accessories,20.48,5,5.12,107.52000000000001,2023-02-20,13:01,Credit card,102.4,4.7619047619,5.12,4.4
INV-01458,B,Mandalay,Member,Male,Food and beverages,49.98,5,12.495,262.395,2023-03-08,19:14,Ewallet,249.89999999999998,4.7619047619,12.495,9.8
INV-00297,C,Naypyitaw,Normal,Female,Food and beverages,82.15,9,36.9675,776.3175,2023-04-20,20:42,Credit card,739.35,4.7619047619,36.9675,5.3
INV-00562,A,Yangon,Normal,Female,Fashion accessories,89.77,6,26.931,565.551,2023-08-09,13:35,Cash,538.62,4.7619047619,26.931,5.3
INV-00462,B,Mandalay,Member,Male,Food and beverages,38.35,10,19.175,402.675,2023-07-31,17:29,Ewallet,383.5,4.7619047619,19.175,5.8
INV-01005,C,Naypyitaw,Normal,Male,Home and lifestyle,18.34,1,0.917,19.257,2023-05-17,16:04,Credit card,18.34,4.7619047619,0.917,
INV-01404,C,Naypyitaw,Member,Male,Health and beauty,57.02,10,28.51,598.71,2023-10-28,16:32,Cash,570.2,4.7619047619,28.51,5.4
INV-01011,A,Yangon,Normal,Female,Food and beverages,53.4,1,2.67,56.07,2023-11-01,10:50,Cash,53.4,4.7619047619,2.67,7.6
INV-00378,A,Yangon,Normal,Male,Home and lifestyle,98.56,2,9.856,206.976,2023-02-05,14:15,Credit card,197.12,4.7619047619,9.856,9.7
INV-00287,B,Mandalay,Normal,Female,Sports and travel,92.42,4,18.484,388.164,2023-01-26,11:07,Credit card,369.68,4.7619047619,18.484,7.8
INV-01487,B,Mandalay,Normal,Female,Home and lifestyle,14.74,3,2.211,46.431,2023-09-15,19:12,Ewallet,44.22,4.7619047619,2.211,9.1
INV-01162,A,Yangon,Normal,F,Food and beverages,97.93,6,29.379,616.9590000000001,2023-06-14,13:48,Cash,587.58,4.7619047619,29.379,
INV-00127,C,Naypyitaw,Normal,Male,Food and beverages,68.04,2,6.804,142.88400000000001,2023-07-24,11:25,Ewallet,136.08,4.7619047619,6.804,4.3
INV-00328,B,Mandalay,Member,,Health and beauty,94.18,2,9.418,197.77800000000002,2023-01-30,18:30,Ewallet,188.36,4.7619047619,9.418,7.8
INV-00293,C,Naypyitaw,Member,Female,Home and lifestyle,98.9,3,14.835,311.535,2023-03-27,16:00,Cash,296.70000000000005,4.7619047619,14.835,8.5
INV-00583,B,Mandalay,Normal,M,Sports and travel,81.56,9,36.702,770.742,2023-02-17,20:34,Credit card,734.04,4.7619047619,36.702,6.2
INV-00808,C,Naypyitaw,Normal,M,Food and beverages,50.25,3,7.5375,158.2875,2023-11-30,13:25,Credit card,150.75,4.7619047619,7.5375,6.8
INV-00523,C, Naypyitaw ,Normal,Female,Electronic accessories,11.31,9,5.0895,106.87950000000001,2023-10-03,17:09,Credit card,101.79,4.7619047619,5.0895,4.4
INV-00356,B,Mandalay,Member,Female,Electronic accessories,34.36,10,17.18,360.78000000000003,2023-05-03,20:50,Ewallet,343.6,4.7619047619,17.18,9.9
INV-01245,C,Naypyitaw,Normal,F,Home and lifestyle,46.15,3,6.9225,145.3725,2023-03-29,11:15,Cash,138.45,4.7619047619,6.9225,
INV-01261,A,Yangon,Member,Male,Home and lifestyle,39.63,2,3.963,83.223,2023-05-11,10:23,Credit card,79.26,4.7619047619,3.963,9.2
INV-00171,B,Mandalay,Member,,Home and lifestyle,48.33,9,21.7485,456.71849999999995,2023-11-24,13:20,Credit card,434.96999999999997,4.7619047619,21.7485,6.5
INV-01489,B, Mandalay ,Normal,Male,Fashion accessories,59.86,10,29.93,628.53,2023-11-11,12:58,Ewallet,598.6,4.7619047619,29.93,4.5
INV-01485,B,Mandalay,Member,Male,Electronic accessories,21.22,7,7.427,155.96699999999998,2023-02-25,18:30,Cash,148.54,4.7619047619,7.427,5.7
INV-00662,C,Naypyitaw,Normal,,Home and lifestyle,87.71,6,26.313,552.573,2023-12-28,13:03,Ewallet,526.26,4.7619047619,26.313,8.9
INV-00778,C,Naypyitaw,Member,female,Home and lifestyle,74.61,7,26.1135,548.3835,2023-02-22,13:54,Credit card,522.27,4.7619047619,26.1135,5.6
INV-01311,A,Yangon,Member,Male,Sports and travel,20.38,1,1.019,21.398999999999997,2023-12-14,14:45,Cash,20.38,4.7619047619,1.019,7.1
INV-00210,A,Yangon,Member,Female,Food and beverages,79.34,3,11.901,249.92100000000002,2023-04-13,20:42,Credit card,238.02,4.7619047619,11.901,6.9
INV-00705,A,Yangon,Member,female,Sports and travel,59.84,3,8.976,188.496,2023-10-01,14:46,Credit card,179.52,4.7619047619,8.976,4.5
INV-00553,B,Mandalay,Member,Female,,13.63,10,6.815,143.115,2023-11-12,10:28,Cash,136.3,4.7619047619,6.815,8.8
INV-00141,C,Naypyitaw,Normal,Female,Health and beauty,83.1,8,33.24,698.04,2023-11-02,12:48,Ewallet,664.8,4.7619047619,33.24,9.1
INV-01115,B,Mandalay,Normal,Male,Health and beauty,87.46,4,17.492,367.332,2023-02-17,12:05,Ewallet,349.84,4.7619047619,17.492,6.9
INV-01036,B, Mandalay ,Member,,Sports and travel,77.5,4,15.5,325.5,2023-12-12,17:06,Credit card,310.0,4.7619047619,15.5,5.9
INV-01226,B, Mandalay ,Normal,Female,Home and lifestyle,74.56,7,26.096,548.0160000000001,2023-08-16,16:49,Ewallet,521.9200000000001,4.7619047619,26.096,8.4
INV-01229,C,Naypyitaw,Normal,male,Food and beverages,36.55,-1,7.31,153.51,2023-06-03,11:33,Cash,146.2,4.7619047619,7.31,5.3
INV-00728,C,Naypyitaw,Normal,Female,Electronic accessories,17.3,9,7.785,163.485,2023-08-04,15:07,Ewallet,155.70000000000002,4.7619047619,7.785,6.1
INV-00706,C,Naypyitaw,Member,M,Health and beauty,56.17,8,22.468,471.82800000000003,2023-01-14,10:25,Ewallet,449.36,4.7619047619,22.468,7.6
INV-00883,A,Yangon,Member,Female,Sports and travel,40.86,5,10.215,214.51500000000001,2023-03-03,16:24,Ewallet,204.3,4.7619047619,10.215,9.4
INV-00947,A,Yangon,Member,Female,Food and beverages,45.62,3,6.843,143.70299999999997,2023-08-02,10:05,Ewallet,136.85999999999999,4.7619047619,6.843,5.3
INV-00536,C,Naypyitaw,Member,Female,Health and beauty,89.73,10,44.865,942.1650000000001,2023-06-03,10:23,Credit card,897.3000000000001,4.7619047619,44.865,9.2
INV-00011,A,Yangon,Normal,Male,Sports and travel,99.08,5,24.77,520.17,2023-02-14,19:33,Ewallet,495.4,4.7619047619,24.77,8.1
INV-00765,A, Yangon ,Member,Female,Health and beauty,49.48,5,12.37,259.77,2023-10-24,14:03,Cash,247.39999999999998,4.7619047619,12.37,8.7
INV-00283,B,Mandalay,Member,Female,Food and beverages,55.22,9,24.849,521.8290000000001,2023-02-08,14:07,Credit card,496.98,4.7619047619,24.849,4.2
INV-00292,A,Yangon,Normal,male,Sports and travel,39.08,10,19.54,410.34,2023-05-02,12:18,Credit card,390.79999999999995,4.7619047619,19.54,9.5
INV-01024,C,naypyitaw,Normal,female,Home and lifestyle,12.23,8,4.892,102.732,2023-09-10,16:06,Cash,97.84,4.7619047619,4.892,4.4
INV-01201,C,Naypyitaw,Normal,Female,Electronic accessories,43.24,9,19.458,408.61800000000005,2023-07-23,14:05,Ewallet,389.16,4.7619047619,19.458,8.1
INV-00130,B,Mandalay,Normal,Male,Home and lifestyle,90.21,10,45.105,947.2049999999999,2023-03-12,15:49,Ewallet,902.0999999999999,4.7619047619,45.105,5.4
INV-00324,A, Yangon ,Normal,female,Health and beauty,33.8,8,13.52,283.91999999999996,2023-09-02,13:56,Ewallet,270.4,4.7619047619,13.52,8.2
INV-00722,A,Yangon,Member,female,Fashion accessories,92.61,3,13.8915,291.7215,2023-04-19,16:28,Cash,277.83,4.7619047619,13.8915,4.0
INV-00527,B,Mandalay,Normal,male,Fashion accessories,87.71,2,8.771,184.19099999999997,2023-07-06,19:20,Cash,175.42,4.7619047619,8.771,8.6
INV-00597,B,Mandalay,Normal,F,Fashion accessories,59.13,8,23.652,496.692,2023-08-01,11:39,Credit card,473.04,4.7619047619,23.652,
INV-01393,A,Yangon,Normal,Male,Home and lifestyle,19.58,10,9.79,205.58999999999997,2023-02-19,13:28,Ewallet,195.79999999999998,4.7619047619,9.79,8.6
INV-01418,A,Yangon,Normal,Female,Health and beauty,83.33,9,37.4985,787.4685000000001,2023-08-16,20:40,Ewallet,749.97,4.7619047619,37.4985,5.9
INV-01049,C,Naypyitaw,Normal,Female,Food and beverages,14.47,4,2.894,60.774,2023-05-23,11:01,Cash,57.88,4.7619047619,2.894,6.7
INV-00755,A, Yangon ,Normal,female,Home and lifestyle,16.18,1,0.809,16.989,2023-12-25,18:18,Ewallet,16.18,4.7619047619,0.809,6.5
